sno,sname,sex,height,dorm,bdate
01034413,邱鑫,女,1.52,东6舍315,2003-11-06 00:00:00
01035890,李雪,女,1.74,南5舍405,2002-01-17 00:00:00
01037177,席淑兰,女,1.60,东7舍107,2003-01-30 00:00:00
01034719,林畅,女,1.97,南4舍106,2002-06-16 00:00:00
01031108,武淑珍,男,1.75,南4舍201,2002-06-14 00:00:00
01037439,雷莹,女,1.58,南7舍317,2001-12-11 00:00:00
01033962,鞠龙,男,1.59,西9舍412,2005-06-03 00:00:00
01034516,黄凯,男,1.54,南10舍111,2002-03-01 00:00:00
01032946,潘建军,女,1.91,西15舍203,2001-11-29 00:00:00
01036762,易淑兰,女,1.52,北10舍413,2002-11-11 00:00:00
01035962,魏伟,男,1.75,南8舍122,2005-07-22 00:00:00
01032068,彭瑜,女,1.50,南8舍427,2001-11-29 00:00:00
01031022,叶桂珍,男,1.83,西1舍408,2006-05-18 00:00:00
01034466,韩平,男,1.95,东10舍321,2002-04-13 00:00:00
01033052,王倩,男,1.52,东13舍307,2003-07-19 00:00:00
01033756,梁洁,男,1.53,北7舍328,2002-05-27 00:00:00
01038121,罗雪梅,男,1.79,东7舍202,2003-05-05 00:00:00
01036837,邱艳,男,1.91,西5舍325,2003-10-04 00:00:00
01036463,萧建平,男,1.68,东14舍328,2005-10-23 00:00:00
01037225,杨亮,女,1.65,北12舍116,2006-06-07 00:00:00
01032720,李荣,女,1.76,北9舍105,2004-08-31 00:00:00
01033703,张俊,女,1.91,南8舍204,2004-07-10 00:00:00
01032913,曾磊,男,1.68,东6舍412,2000-10-01 00:00:00
01035822,庞建军,女,1.72,北5舍406,2002-09-24 00:00:00
01034535,王玉华,男,1.87,北4舍221,2000-08-18 00:00:00
01035309,任杨,女,1.70,东4舍308,2004-01-07 00:00:00
01035447,李桂花,女,1.77,南13舍123,2000-10-31 00:00:00
01035716,谌淑珍,女,1.53,东2舍418,2002-01-27 00:00:00
01036986,张秀珍,男,1.63,西4舍321,2002-09-19 00:00:00
01036468,张兵,女,1.93,东2舍417,2006-05-18 00:00:00
01036466,王俊,女,1.92,东10舍221,2004-01-16 00:00:00
01033963,向秀荣,女,1.81,东10舍113,2006-03-18 00:00:00
01032413,孙凯,男,1.50,东6舍322,2003-12-12 00:00:00
01035500,彭桂花,女,1.94,东7舍204,2002-06-26 00:00:00
01035470,陈红,女,1.80,北13舍117,2005-12-09 00:00:00
01037261,李红霞,男,1.71,西14舍415,2005-07-10 00:00:00
01032422,李帅,男,1.64,北1舍311,2005-03-16 00:00:00
01035789,熊丽,女,1.63,东7舍301,2004-06-04 00:00:00
01034680,李红霞,男,1.58,北8舍207,2002-04-02 00:00:00
01036387,刘婷,男,1.70,南7舍212,2000-10-25 00:00:00
01035235,刘晨,女,1.93,南7舍128,2005-11-16 00:00:00
01035380,李帅,男,1.61,北6舍116,2006-05-10 00:00:00
01031389,王雪,男,1.55,东1舍103,2005-04-08 00:00:00
01031366,高荣,女,1.74,东6舍312,2003-01-28 00:00:00
01036410,沈波,女,1.84,西9舍424,2002-04-29 00:00:00
01031480,牛凤英,女,1.96,东5舍124,2004-05-07 00:00:00
01035213,庄岩,男,1.50,西11舍108,2004-11-19 00:00:00
01032119,高莹,女,1.98,北14舍404,2001-12-30 00:00:00
01033777,吴红梅,男,1.52,北6舍101,2004-04-14 00:00:00
01037653,胡慧,女,1.91,北5舍418,2005-01-22 00:00:00
01031123,阮桂兰,男,1.58,北8舍403,2001-09-04 00:00:00
01037872,江丹丹,男,1.60,西7舍427,2004-07-26 00:00:00
01036742,鞠帅,男,1.83,西11舍418,2001-02-06 00:00:00
01031432,张玉珍,男,1.58,北12舍111,2005-07-28 00:00:00
01033606,覃平,女,1.51,西14舍405,2004-02-25 00:00:00
01031993,朱雷,女,1.89,南5舍201,2006-04-30 00:00:00
01038684,林桂香,男,1.74,南15舍224,2005-08-16 00:00:00
01036906,侯桂芳,男,1.66,南5舍111,2004-12-09 00:00:00
01035791,张柳,男,1.58,北10舍325,2001-09-14 00:00:00
01036331,梁兰英,男,1.75,西11舍117,2001-01-25 00:00:00
01031995,龚飞,男,1.69,东11舍111,2005-07-04 00:00:00
01037520,张小红,女,1.66,西4舍315,2003-06-08 00:00:00
01038640,周玲,女,1.80,北13舍325,2000-12-21 00:00:00
01037393,朱秀梅,男,1.66,东13舍401,2002-05-29 00:00:00
01037594,李秀华,男,1.72,南6舍324,2005-08-31 00:00:00
01035390,王帆,男,1.66,北2舍403,2004-12-16 00:00:00
01035118,徐玉英,男,1.57,北13舍324,2003-11-11 00:00:00
01032600,马想,女,1.59,北1舍208,2004-06-07 00:00:00
01032925,曹利,男,1.64,西13舍108,2001-04-13 00:00:00
01033548,刘小红,女,1.92,北5舍217,2002-11-12 00:00:00
01033971,阎超,男,2.00,南12舍328,2001-06-04 00:00:00
01038050,夏鹏,男,1.81,东12舍112,2004-03-02 00:00:00
01032489,丁兰英,男,1.93,东14舍123,2001-02-19 00:00:00
01032885,班明,男,1.98,北13舍118,2003-11-01 00:00:00
01035448,王东,男,1.53,南8舍127,2002-02-28 00:00:00
01032823,何莉,男,1.53,北14舍121,2001-09-17 00:00:00
01036578,韦兵,女,1.54,西4舍211,2003-02-15 00:00:00
01032922,贺秀珍,女,1.52,南9舍308,2005-12-16 00:00:00
01036827,徐桂英,男,1.55,北3舍223,2004-05-06 00:00:00
01035628,王秀珍,男,1.59,西11舍202,2005-02-08 00:00:00
01034766,陈强,男,1.79,北12舍203,2001-03-17 00:00:00
01031051,谢金凤,男,1.89,东3舍105,2001-04-21 00:00:00
01036347,丁桂芝,男,1.77,北11舍327,2000-11-02 00:00:00
01036720,杨峰,男,2.00,南6舍123,2003-07-10 00:00:00
01032613,宋莉,男,1.55,北12舍416,2004-07-05 00:00:00
01034039,李雪梅,女,1.94,北7舍202,2003-06-10 00:00:00
01031560,武秀云,女,1.86,北11舍315,2005-03-26 00:00:00
01034797,胡瑞,男,1.83,东1舍314,2005-10-26 00:00:00
01034319,邓涛,女,1.50,南10舍124,2003-07-11 00:00:00
01034130,叶玉华,女,1.95,南5舍416,2000-08-22 00:00:00
01031143,邱丽,女,1.91,西13舍104,2004-11-15 00:00:00
01036604,许芳,男,1.52,西5舍227,2003-04-15 00:00:00
01032879,杨雪梅,男,1.75,东4舍123,2004-06-07 00:00:00
01035394,张雪,女,1.81,东11舍326,2004-04-07 00:00:00
01035992,徐涛,女,1.83,南7舍411,2002-01-20 00:00:00
01037917,康俊,女,1.94,东1舍328,2005-10-06 00:00:00
01035033,姜莹,男,1.71,东11舍302,2000-09-21 00:00:00
01032577,邓玉珍,男,1.58,东2舍225,2004-11-17 00:00:00
01032067,唐波,女,1.87,南14舍128,2005-11-17 00:00:00
01031111,刘冬梅,男,1.99,南8舍402,2006-04-21 00:00:00
01034872,胡凯,女,1.71,南7舍405,2004-06-22 00:00:00
01034954,刘淑珍,男,1.64,北13舍115,2004-09-10 00:00:00
01031593,刘桂兰,男,1.83,北14舍112,2006-03-11 00:00:00
01037311,唐想,男,1.82,西6舍227,2002-07-18 00:00:00
01038247,吴小红,女,1.73,南11舍102,2001-12-05 00:00:00
01038359,刘玉珍,女,1.59,西1舍123,2004-02-25 00:00:00
01033593,高晶,男,1.57,西14舍216,2002-12-21 00:00:00
01035838,阎秀兰,男,1.86,东8舍315,2001-01-31 00:00:00
01036008,孙平,女,1.65,东7舍303,2005-04-07 00:00:00
01034289,毕秀英,女,1.85,西10舍425,2004-08-09 00:00:00
01034014,刘静,男,1.76,北11舍302,2004-07-15 00:00:00
01037995,张玉珍,男,1.59,东15舍205,2004-04-10 00:00:00
01038185,黄桂花,女,1.86,北4舍401,2003-04-12 00:00:00
01035762,郑建,女,1.72,南3舍218,2003-06-09 00:00:00
01036756,张璐,女,1.83,南12舍413,2005-11-12 00:00:00
01031415,任阳,女,1.90,南15舍204,2002-07-12 00:00:00
01038790,张浩,女,2.00,西2舍224,2005-06-06 00:00:00
01036297,席红梅,女,1.67,南10舍318,2004-02-15 00:00:00
01038309,何芳,男,1.61,南11舍313,2002-07-05 00:00:00
01038412,邓利,女,1.70,北9舍227,2001-02-20 00:00:00
01038131,朱涛,女,1.58,东9舍422,2001-10-30 00:00:00
01033551,冷倩,女,1.92,东14舍404,2003-02-16 00:00:00
01035052,李红,男,1.64,西5舍303,2003-03-05 00:00:00
01035629,李宇,男,1.78,南12舍406,2005-11-28 00:00:00
01031131,高桂兰,男,1.52,北6舍326,2004-02-20 00:00:00
01036947,崔雪梅,女,1.97,北2舍105,2002-06-17 00:00:00
01038778,张秀兰,女,1.70,西11舍217,2003-07-29 00:00:00
01037331,方利,女,1.93,东2舍426,2005-06-18 00:00:00
01036054,王磊,男,1.69,西8舍117,2002-08-23 00:00:00
01038910,韦宁,男,1.54,东12舍106,2002-03-18 00:00:00
01031188,王志强,男,1.66,南7舍125,2002-01-17 00:00:00
01034676,秦雪,男,1.88,南13舍226,2003-07-13 00:00:00
01033683,彭桂兰,男,1.73,南9舍206,2005-09-08 00:00:00
01036376,林秀珍,女,1.54,北1舍202,2005-05-09 00:00:00
01034471,柯梅,女,1.57,南10舍222,2003-10-02 00:00:00
01034404,杨瑜,男,1.90,西12舍106,2000-11-29 00:00:00
01035278,李建平,男,1.62,东12舍105,2003-04-12 00:00:00
01033718,李颖,女,1.85,东11舍407,2003-07-07 00:00:00
01033737,陈柳,女,1.81,北8舍412,2002-10-20 00:00:00
01036828,田秀珍,女,1.81,东2舍404,2004-01-15 00:00:00
01036285,崔洋,男,1.88,东1舍428,2005-01-12 00:00:00
01036268,杨建,男,1.74,西15舍127,2004-07-26 00:00:00
01032967,贾淑珍,男,1.52,东10舍213,2002-08-23 00:00:00
01037277,杨明,男,1.91,北5舍415,2000-10-24 00:00:00
01035095,鲁桂花,男,1.73,东15舍117,2005-12-16 00:00:00
01038235,陈秀华,女,1.75,北7舍217,2005-08-10 00:00:00
01031158,林秀芳,女,1.63,东4舍227,2002-08-15 00:00:00
01032402,李志强,女,1.60,北4舍406,2002-09-28 00:00:00
01037965,裴彬,男,1.79,北14舍422,2005-05-06 00:00:00
01037790,李淑珍,女,1.59,南4舍404,2000-08-27 00:00:00
01037627,张淑兰,女,1.58,南4舍216,2004-10-04 00:00:00
01037273,张洁,女,2.00,东12舍206,2005-09-26 00:00:00
01033825,周玉华,男,1.92,南10舍216,2004-10-03 00:00:00
01031268,谭秀梅,女,1.59,西14舍315,2002-04-24 00:00:00
01038652,张娟,女,1.77,东8舍207,2001-05-22 00:00:00
01031763,汪宇,女,1.85,北11舍118,2001-06-21 00:00:00
01035130,贺凤英,女,1.99,西7舍101,2004-12-15 00:00:00
01036388,王磊,女,1.98,东4舍328,2002-06-30 00:00:00
01036266,李杨,男,1.53,北1舍116,2001-07-24 00:00:00
01037673,张宁,女,1.54,北4舍101,2005-01-04 00:00:00
01038528,宋旭,男,1.77,东15舍106,2003-11-28 00:00:00
01034810,朱峰,女,1.94,东2舍212,2006-05-12 00:00:00
01035658,马秀英,男,1.97,南4舍302,2003-09-18 00:00:00
01032698,张玉梅,女,1.82,北13舍124,2000-11-29 00:00:00
01035161,孙志强,男,1.88,东12舍216,2003-02-16 00:00:00
01032167,刘博,男,2.00,西2舍102,2001-04-02 00:00:00
01034045,薛敏,男,1.50,东5舍414,2004-11-20 00:00:00
01033361,吴岩,女,1.77,东12舍402,2003-06-07 00:00:00
01037296,郁涛,男,1.82,东8舍308,2004-10-04 00:00:00
01032562,江丽娟,男,1.82,东7舍217,2002-12-20 00:00:00
01037782,张佳,女,1.89,东2舍216,2005-08-17 00:00:00
01035622,农丽华,男,1.67,东9舍306,2002-03-06 00:00:00
01034794,易玲,男,1.92,南3舍225,2001-11-28 00:00:00
01033879,彭博,男,1.63,西1舍405,2001-03-28 00:00:00
01035799,姚秀云,女,1.82,北11舍424,2003-04-23 00:00:00
01037262,邹平,男,1.96,北1舍118,2003-07-04 00:00:00
01037340,蒋超,男,1.83,南9舍426,2002-12-30 00:00:00
01036118,徐晶,男,1.97,南3舍307,2005-07-17 00:00:00
01034892,谈佳,男,1.63,北11舍323,2002-03-25 00:00:00
01034097,廖桂花,男,1.64,南9舍426,2000-12-12 00:00:00
01033055,刘洋,女,1.64,东6舍302,2006-06-14 00:00:00
01033017,李婷,男,1.84,南5舍214,2005-02-22 00:00:00
01032657,刘秀英,男,1.93,东7舍226,2003-09-09 00:00:00
01038836,郭杨,男,1.98,东9舍317,2002-12-16 00:00:00
01038877,张秀芳,女,1.83,北3舍103,2006-05-02 00:00:00
01038083,刘淑珍,男,1.96,北13舍127,2004-10-07 00:00:00
01036940,柯玉,女,1.50,北4舍324,2005-06-12 00:00:00
01036946,方颖,女,1.67,南7舍412,2000-10-07 00:00:00
01031599,石秀华,男,1.80,西14舍425,2001-11-01 00:00:00
01032401,杨平,男,1.52,东10舍116,2005-12-21 00:00:00
01035620,刘杨,女,1.75,南6舍108,2004-07-10 00:00:00
01037185,胡帅,男,1.73,东11舍201,2003-03-21 00:00:00
01033076,谭阳,女,1.62,南10舍412,2004-02-11 00:00:00
01037519,印琳,女,1.61,北2舍305,2004-06-13 00:00:00
01031469,施桂珍,男,1.97,北10舍303,2005-04-03 00:00:00
01037240,吕倩,男,1.87,南7舍206,2001-02-05 00:00:00
01034825,符凤兰,男,1.89,南10舍125,2005-03-01 00:00:00
01032448,吴龙,女,1.58,北2舍301,2005-01-01 00:00:00
01033842,高雷,女,1.71,北11舍413,2001-10-09 00:00:00
01036490,俞秀珍,女,1.74,东3舍325,2001-01-27 00:00:00
01032128,赵淑兰,男,1.60,南2舍214,2004-07-10 00:00:00
01036551,周建华,女,1.87,南10舍123,2001-03-26 00:00:00
01034785,李桂荣,女,1.54,南14舍108,2003-07-04 00:00:00
01033768,黄利,男,1.73,南12舍403,2003-09-12 00:00:00
01036836,王莉,男,1.68,东5舍114,2003-01-18 00:00:00
01038336,范建国,女,1.66,西10舍206,2003-11-03 00:00:00
01034179,欧阳,女,1.54,东4舍208,2006-04-06 00:00:00
01037575,周凯,女,1.60,南15舍402,2004-03-04 00:00:00
01037448,马玉,女,1.62,南12舍315,2001-07-26 00:00:00
01037446,赵桂珍,女,1.80,北3舍411,2001-05-19 00:00:00
01035921,何莉,女,1.78,西6舍122,2003-08-25 00:00:00
01034131,房宇,男,1.63,北5舍113,2004-05-31 00:00:00
01038553,张秀兰,女,1.69,北1舍318,2002-01-06 00:00:00
01038870,郭晶,男,1.66,西11舍424,2006-02-09 00:00:00
01036576,李红梅,男,1.58,西10舍327,2004-06-22 00:00:00
01038819,吴淑英,女,1.99,北7舍423,2004-10-09 00:00:00
01034078,李峰,男,1.81,北1舍315,2004-09-07 00:00:00
01032460,王建华,男,1.89,东4舍303,2005-11-08 00:00:00
01036984,彭磊,女,1.51,北8舍125,2003-02-01 00:00:00
01031382,李云,女,1.84,北12舍317,2004-10-18 00:00:00
01034182,王慧,女,1.91,南7舍316,2004-07-12 00:00:00
01034008,黄俊,男,1.72,东5舍314,2000-08-19 00:00:00
01031841,陈宁,女,1.95,西13舍208,2004-11-19 00:00:00
01031409,袁婷婷,女,1.70,南7舍102,2003-05-31 00:00:00
01037332,傅秀芳,男,1.83,东1舍211,2004-12-13 00:00:00
01034593,蔡佳,男,1.56,东8舍303,2005-10-21 00:00:00
01038017,徐晨,男,1.53,北4舍114,2002-11-05 00:00:00
01034218,倪建国,男,1.71,南3舍102,2004-01-25 00:00:00
01032214,吴玉华,女,1.60,北3舍201,2002-08-20 00:00:00
01032439,吴涛,男,1.55,东10舍413,2000-11-11 00:00:00
01031033,赵晨,男,1.67,西1舍215,2005-01-01 00:00:00
01037138,向浩,女,1.68,南5舍227,2005-08-12 00:00:00
01032893,苏强,女,1.93,北15舍405,2005-12-30 00:00:00
01031029,曹红梅,男,1.90,西3舍328,2002-02-17 00:00:00
01034473,蔡颖,男,1.84,北7舍305,2001-12-28 00:00:00
01034768,周红,男,1.76,西12舍222,2004-05-12 00:00:00
01032399,张冬梅,男,1.94,东6舍306,2002-11-27 00:00:00
01036698,曹红,男,1.90,西9舍126,2003-03-12 00:00:00
01032012,庞桂芳,男,1.73,西4舍406,2002-09-01 00:00:00
01038533,孟淑英,女,1.59,东3舍326,2006-04-28 00:00:00
01034590,纪东,女,1.86,南2舍408,2005-12-15 00:00:00
01038522,陈红霞,男,1.88,南7舍407,2001-08-22 00:00:00
01038230,梁鹏,女,1.82,北15舍224,2003-10-01 00:00:00
01036197,田阳,男,1.83,北5舍301,2006-01-19 00:00:00
01031769,王桂芳,男,1.58,北13舍207,2005-07-24 00:00:00
01037089,李桂芝,男,1.67,东10舍217,2006-05-02 00:00:00
01032786,吴平,女,1.72,南15舍407,2003-03-09 00:00:00
01031319,刘英,女,1.64,北15舍223,2005-03-13 00:00:00
01038816,杨桂珍,女,1.74,西6舍312,2004-11-01 00:00:00
01032111,唐婷,女,1.56,北6舍328,2004-03-20 00:00:00
01031806,张淑兰,女,1.51,东12舍318,2004-04-23 00:00:00
01037241,罗丽,男,1.66,南11舍222,2001-12-11 00:00:00
01034853,周淑兰,女,1.51,西3舍318,2003-11-17 00:00:00
01038763,王想,女,1.68,东1舍327,2003-12-31 00:00:00
01036147,张丹丹,女,1.84,西5舍118,2005-02-01 00:00:00
01032344,苏晶,女,1.92,西1舍321,2001-10-11 00:00:00
01031433,裴建国,女,1.63,北15舍418,2001-11-05 00:00:00
01037388,周桂芝,女,1.62,东11舍406,2005-09-10 00:00:00
01032118,王秀珍,男,1.94,南8舍116,2002-11-23 00:00:00
01035425,陈洋,男,1.68,西3舍317,2005-05-26 00:00:00
01036456,胡冬梅,女,1.50,西2舍308,2004-07-02 00:00:00
01034248,彭淑华,女,1.95,东11舍205,2005-01-21 00:00:00
01033319,宁小红,女,1.65,东6舍403,2003-04-30 00:00:00
01032744,郭帅,男,1.68,北10舍403,2005-01-12 00:00:00
01033904,余楠,女,1.94,北14舍228,2005-06-09 00:00:00
01035058,张波,男,1.80,东3舍422,2000-11-25 00:00:00
01034582,张莉,男,1.54,北12舍223,2005-02-06 00:00:00
01035999,张欢,女,1.77,西14舍105,2004-11-28 00:00:00
01033772,王梅,男,1.54,北10舍316,2002-09-17 00:00:00
01036293,赵凤英,男,1.90,北2舍222,2000-08-30 00:00:00
01034418,黄明,女,1.77,北10舍104,2002-04-13 00:00:00
01037976,夏英,女,1.50,南1舍207,2001-06-20 00:00:00
01035174,杨明,男,1.72,南14舍316,2005-12-02 00:00:00
01037687,李洁,女,1.56,西11舍425,2002-05-08 00:00:00
01037651,戴娟,男,1.75,西4舍417,2000-07-25 00:00:00
01038587,马红霞,女,1.52,南8舍316,2005-02-17 00:00:00
01032205,喻龙,男,1.84,南3舍102,2005-03-26 00:00:00
01036815,刘佳,女,1.54,东14舍413,2001-10-15 00:00:00
01037329,何淑华,女,1.61,西15舍214,2001-02-22 00:00:00
01032754,郎洁,男,1.91,北14舍326,2002-09-13 00:00:00
01034135,王淑华,女,2.00,西15舍228,2004-10-25 00:00:00
01035220,闵金凤,女,2.00,东4舍118,2005-12-20 00:00:00
01033493,吴林,男,1.74,北13舍423,2001-09-07 00:00:00
01037300,杨畅,男,1.62,南12舍112,2006-01-13 00:00:00
01034944,潘丽娟,男,1.82,西6舍421,2001-09-23 00:00:00
01035975,王倩,女,1.96,北4舍104,2003-01-31 00:00:00
01038029,吴丹,女,2.00,东13舍308,2003-02-08 00:00:00
01037730,崔帆,女,1.95,东11舍322,2002-05-27 00:00:00
01038940,谷丹丹,男,1.78,南4舍325,2003-10-28 00:00:00
01032312,晏娜,男,1.64,东3舍113,2001-10-10 00:00:00
01034488,黄龙,男,1.72,北13舍301,2001-06-14 00:00:00
01037010,张桂英,男,1.81,西14舍111,2004-01-23 00:00:00
01035476,卢秀芳,女,1.79,北14舍428,2005-07-11 00:00:00
01033470,石玉华,男,1.95,西5舍402,2005-05-03 00:00:00
01034429,杜雷,男,1.53,东14舍324,2001-09-29 00:00:00
01032296,张芳,男,1.73,北11舍418,2005-08-26 00:00:00
01038702,林雪梅,男,1.72,南8舍421,2004-02-16 00:00:00
01035913,王丹丹,男,1.73,东4舍317,2003-06-08 00:00:00
01038378,陈波,男,1.55,东1舍307,2003-11-23 00:00:00
01034357,蔡丽华,男,1.81,北14舍306,2005-06-11 00:00:00
01032603,王涛,女,1.67,北6舍101,2006-04-06 00:00:00
01036608,徐想,女,1.76,北5舍421,2004-02-16 00:00:00
01033130,熊玉梅,女,1.73,东8舍112,2003-06-07 00:00:00
01033787,曹敏,女,1.91,南12舍403,2003-02-13 00:00:00
01035903,钟敏,女,1.57,西5舍124,2004-04-25 00:00:00
01031663,张燕,男,1.87,南3舍426,2000-09-23 00:00:00
01031093,陈建军,女,1.52,西3舍313,2001-03-25 00:00:00
01035466,吕伟,男,1.89,东8舍323,2001-11-06 00:00:00
01036863,李龙,男,1.74,南13舍207,2005-12-26 00:00:00
01035169,陶鹏,男,1.89,西1舍222,2001-03-17 00:00:00
01034975,张颖,女,1.94,东1舍217,2003-01-15 00:00:00
01034156,荆雪梅,男,1.86,东6舍228,2000-10-14 00:00:00
01031937,孙秀荣,女,1.77,北6舍115,2001-07-25 00:00:00
01038231,王欣,男,1.95,东9舍213,2004-12-19 00:00:00
01032648,周芳,男,1.72,北5舍328,2001-10-31 00:00:00
01034041,王婷,女,1.85,西8舍203,2002-07-27 00:00:00
01035216,宋杨,女,1.57,西15舍101,2001-10-28 00:00:00
01036710,邹柳,女,1.73,东7舍402,2002-03-22 00:00:00
01032409,郑想,男,1.95,西14舍418,2004-07-13 00:00:00
01037898,吴琴,男,1.78,东9舍323,2002-12-25 00:00:00
01034809,任春梅,女,1.97,西10舍117,2004-09-10 00:00:00
01032740,陈雪梅,男,1.84,西1舍225,2005-02-02 00:00:00
01036582,梁慧,女,1.65,北12舍106,2002-05-25 00:00:00
01031223,郑琳,女,1.56,东13舍414,2003-08-31 00:00:00
01032450,刘辉,女,1.86,北2舍224,2002-10-19 00:00:00
01034708,方洋,男,1.69,东2舍424,2006-03-08 00:00:00
01034691,杨晶,男,1.84,东11舍104,2001-11-26 00:00:00
01033117,彭桂芳,女,1.66,西6舍128,2003-10-20 00:00:00
01038945,戎红霞,男,1.89,南5舍323,2003-07-09 00:00:00
01038418,陈秀芳,女,1.76,西5舍422,2003-06-20 00:00:00
01031971,张琴,女,1.51,南12舍326,2004-07-16 00:00:00
01034861,贾桂英,女,1.57,南11舍111,2001-06-10 00:00:00
01038286,蒋建,女,1.82,东5舍104,2001-06-01 00:00:00
01035388,袁凤英,女,1.64,南14舍402,2003-10-11 00:00:00
01031284,施秀梅,男,1.88,北9舍115,2001-08-05 00:00:00
01032678,朱秀云,女,1.92,南9舍201,2001-05-07 00:00:00
01038577,王斌,女,1.82,南10舍105,2001-05-05 00:00:00
01038067,邰婷,女,1.67,南4舍425,2001-07-09 00:00:00
01034105,商玉英,男,1.81,东8舍124,2001-10-02 00:00:00
01031742,刘飞,女,1.89,南3舍328,2001-11-03 00:00:00
01031896,任波,女,1.69,西7舍413,2002-06-08 00:00:00
01038935,许玉珍,男,1.79,西12舍417,2003-01-27 00:00:00
01036219,刘旭,女,1.90,北8舍122,2002-02-02 00:00:00
01036758,潘婷婷,女,1.56,南5舍426,2003-01-26 00:00:00
01038427,张畅,女,1.77,西8舍311,2005-07-14 00:00:00
01037336,王桂芳,女,1.70,南5舍303,2005-10-29 00:00:00
01034716,王小红,女,1.60,东14舍308,2003-04-20 00:00:00
01037620,高兰英,男,1.81,南7舍327,2002-12-04 00:00:00
01032561,卓彬,男,1.56,西2舍223,2005-11-03 00:00:00
01034952,赵玲,男,2.00,西12舍212,2004-12-15 00:00:00
01037803,马雪梅,男,1.85,北4舍402,2003-09-28 00:00:00
01034894,薄楠,女,1.55,西2舍324,2002-01-14 00:00:00
01037053,李雪梅,女,1.97,北6舍208,2006-01-01 00:00:00
01032919,马静,男,1.77,北12舍116,2004-07-02 00:00:00
01037353,李丽华,女,2.00,南1舍117,2002-01-10 00:00:00
01033688,彭博,男,1.82,东1舍212,2005-07-20 00:00:00
01036396,丁畅,女,1.89,西12舍222,2003-01-02 00:00:00
01037510,侯彬,女,1.73,南11舍301,2000-10-23 00:00:00
01035277,侯海燕,男,1.78,南15舍316,2001-01-01 00:00:00
01038923,陆玉华,男,1.96,西3舍217,2004-06-25 00:00:00
01037577,方丽娟,女,1.50,东15舍424,2002-11-30 00:00:00
01032830,汪华,女,1.84,南2舍204,2005-04-25 00:00:00
01035250,王桂英,女,1.74,东14舍424,2000-12-26 00:00:00
01037310,刘艳,男,1.61,北8舍408,2004-11-26 00:00:00
01036384,周建华,男,1.85,东11舍126,2001-07-18 00:00:00
01036685,王雪梅,女,1.93,北7舍222,2002-09-01 00:00:00
01037739,周建华,男,1.81,南14舍105,2002-10-13 00:00:00
01034885,梁刚,女,1.85,南3舍107,2003-05-16 00:00:00
01036267,朱倩,女,1.52,东6舍304,2001-12-18 00:00:00
01033384,王娟,男,1.70,东9舍305,2000-09-20 00:00:00
01031973,蔡慧,女,1.76,西8舍426,2001-05-07 00:00:00
